time_s,timestamp,rss_mb,vms_mb,cpu_percent,disk_read_mb,disk_write_mb,disk_read_rate_mb_s,disk_write_rate_mb_s
12.158,2026-06-26T00:03:43.935458,61085.262,88057.855,0.393,202.141,0.034,3.114,0.0
12.306,2026-06-26T00:03:44.084316,61085.262,88057.855,0.432,202.473,0.034,2.225,0.003
12.411,2026-06-26T00:03:44.188860,61085.262,88057.855,0.437,202.797,0.034,3.102,0.0
12.5,2026-06-26T00:03:44.277643,61085.262,88057.855,0.412,203.121,0.034,3.651,0.0
12.55,2026-06-26T00:03:44.327978,61085.262,88057.855,0.288,203.123,0.035,0.034,0.009
12.639,2026-06-26T00:03:44.416973,61085.262,88057.855,0.307,203.447,0.035,3.648,0.0
12.689,2026-06-26T00:03:44.467343,61085.262,88057.855,0.215,203.447,0.035,0.01,0.0
12.798,2026-06-26T00:03:44.575628,61085.262,88057.855,0.281,203.774,0.036,3.025,0.009
12.886,2026-06-26T00:03:44.663765,61085.262,88057.855,0.303,204.099,0.036,3.678,0.0
12.936,2026-06-26T00:03:44.714123,61085.262,88057.855,0.212,204.099,0.036,0.01,0.0
13.032,2026-06-26T00:03:44.809607,61085.262,88057.855,0.271,204.434,0.037,3.514,0.01
13.082,2026-06-26T00:03:44.859950,61085.262,88057.855,0.19,204.434,0.037,0.01,0.0
13.186,2026-06-26T00:03:44.963380,61085.262,88057.855,0.246,204.758,0.037,3.139,0.0
13.283,2026-06-26T00:03:45.061198,61085.262,88057.855,0.268,205.084,0.037,3.327,0.005
13.334,2026-06-26T00:03:45.111553,61085.262,88057.855,0.188,205.084,0.037,0.01,0.0
13.422,2026-06-26T00:03:45.200329,61085.262,88057.855,0.264,205.409,0.037,3.658,0.0
13.473,2026-06-26T00:03:45.250640,61085.262,88057.855,0.185,205.411,0.038,0.04,0.01
13.562,2026-06-26T00:03:45.339638,61085.262,88057.855,0.235,205.737,0.038,3.671,0.005
13.612,2026-06-26T00:03:45.390007,61085.262,88057.855,0.164,205.737,0.038,0.01,0.0
13.701,2026-06-26T00:03:45.478778,61085.262,88057.855,0.221,206.063,0.038,3.671,0.0
13.734,2026-06-26T00:03:45.511967,61085.262,88057.855,0.225,206.066,0.039,0.109,0.015
13.735,2026-06-26T00:03:45.512485,61085.262,88057.855,0.157,206.067,0.039,1.404,0.0
13.735,2026-06-26T00:03:45.513091,61085.262,88057.855,0.11,206.067,0.039,0.802,0.0
13.736,2026-06-26T00:03:45.513525,61085.262,88057.855,0.077,206.068,0.039,1.23,0.0
13.736,2026-06-26T00:03:45.513831,61085.262,88057.855,0.054,206.068,0.039,1.686,0.0
13.736,2026-06-26T00:03:45.514178,61085.262,88057.855,0.038,206.069,0.039,1.454,0.0
13.737,2026-06-26T00:03:45.514442,61085.262,88057.855,0.026,206.069,0.039,1.97,0.0
13.737,2026-06-26T00:03:45.514688,61085.262,88057.855,0.019,206.07,0.039,2.035,0.0
13.737,2026-06-26T00:03:45.515091,61085.262,88057.855,0.013,206.07,0.039,1.154,0.0
13.738,2026-06-26T00:03:45.515393,61085.262,88057.855,0.009,206.071,0.039,1.784,0.0
13.743,2026-06-26T00:03:45.521181,61192.961,88165.363,12.98,206.071,0.039,0.087,0.0
13.744,2026-06-26T00:03:45.521390,61192.961,88165.363,9.086,206.072,0.039,3.577,0.0
