index,operation,start_s,end_s,duration_s,rss_start_mb,rss_end_mb,rss_delta_mb,rss_min_mb,rss_avg_mb,rss_peak_mb,rss_peak_s,vms_peak_mb,cpu_avg_percent,cpu_peak_percent,disk_read_delta_mb,disk_write_delta_mb,sample_count
1451,prefill: onnx.load,4009.243,4009.244,0.001,1381.66,1381.66,0.0,1381.66,1381.66,1381.66,4009.244,31545.668,0.12,0.12,0.0,0.0,1
1452,prefill: post: onnx.load,4009.244,4009.717,0.474,1381.754,1381.754,0.0,1381.754,1381.754,1381.754,4009.717,31546.668,0.322,0.322,0.0,0.0,1
1453,prefill: onnx.save,4009.717,4009.728,0.01,1381.754,1381.754,0.0,1381.754,1381.754,1381.754,4009.727,31546.668,0.452,0.452,0.0,0.0,1
1454,prefill: post: onnx.save,4009.728,4009.728,0.0,1381.754,1381.754,0.0,1381.754,1381.754,1381.754,4009.728,31546.668,0.316,0.316,0.0,0.0,1
1455,prefill: onnx.load,4009.728,4009.729,0.001,1381.754,1381.754,0.0,1381.754,1381.754,1381.754,4009.728,31546.668,0.221,0.221,0.0,0.0,1
1456,prefill: post: onnx.load,4009.729,4009.729,0.0,1381.754,1381.754,0.0,1381.754,1381.754,1381.754,4009.729,31546.668,0.155,0.155,0.0,0.0,1
1457,prefill: onnx.load,4009.729,4009.73,0.001,1381.754,1381.754,0.0,1381.754,1381.754,1381.754,4009.729,31546.668,0.109,0.109,0.0,0.0,1
1458,prefill: post: onnx.load,4009.73,4009.73,0.0,1381.754,1381.754,0.0,1381.754,1381.754,1381.754,4009.73,31546.668,11.584,11.584,0.0,0.0,1
1459,prefill: onnx.load,4009.73,4009.731,0.001,1381.754,1381.754,0.0,1381.754,1381.754,1381.754,4009.73,31546.668,8.108,8.108,0.0,0.0,1
1460,prefill: post: onnx.load,4009.731,4009.849,0.118,1373.344,1373.344,0.0,1373.344,1373.344,1373.344,4009.848,31546.668,5.894,5.894,0.0,0.0,1
1461,prefill: onnx.save,4009.849,4009.86,0.011,1374.918,1374.918,0.0,1374.918,1374.918,1374.918,4009.86,31546.668,4.332,4.332,0.0,0.0,1
1462,prefill: post: onnx.save,4009.86,4009.86,0.0,1374.918,1374.918,0.0,1374.918,1374.918,1374.918,4009.86,31546.668,3.033,3.033,0.0,0.0,1
1463,prefill: onnx.load,4009.86,4009.861,0.001,1374.992,1374.992,0.0,1374.992,1374.992,1374.992,4009.861,31546.668,2.123,2.123,0.0,0.0,1
1464,prefill: post: onnx.load,4009.861,4009.861,0.0,1374.992,1374.992,0.0,1374.992,1374.992,1374.992,4009.861,31546.668,1.486,1.486,0.0,0.0,1
1465,prefill: onnx.load,4009.861,4009.862,0.001,1375.359,1375.359,0.0,1375.359,1375.359,1375.359,4009.862,31546.668,6.014,6.014,0.0,0.0,1
1466,prefill: post: onnx.load,4009.862,4009.863,0.0,1375.359,1375.359,0.0,1375.359,1375.359,1375.359,4009.862,31546.668,4.21,4.21,0.0,0.0,1
1467,prefill: onnx.load,4009.863,4009.863,0.001,1375.359,1375.359,0.0,1375.359,1375.359,1375.359,4009.863,31546.668,2.947,2.947,0.0,0.0,1
1468,prefill: post: onnx.load,4009.863,4009.973,0.11,1378.098,1378.098,0.0,1378.098,1378.098,1378.098,4009.973,31546.668,2.297,2.297,0.0,0.0,1
1469,prefill: onnx.save,4009.973,4009.985,0.011,1378.793,1378.793,0.0,1378.793,1378.793,1378.793,4009.984,31546.668,1.818,1.818,0.0,0.0,1
1470,prefill: post: onnx.save,4009.985,4009.985,0.0,1378.793,1378.793,0.0,1378.793,1378.793,1378.793,4009.985,31546.668,1.272,1.272,0.0,0.0,1
1471,prefill: onnx.load,4009.985,4009.985,0.001,1378.805,1378.805,0.0,1378.805,1378.805,1378.805,4009.985,31546.668,0.891,0.891,0.0,0.0,1
1472,prefill: post: onnx.load,4009.985,4009.986,0.0,1378.805,1378.805,0.0,1378.805,1378.805,1378.805,4009.986,31546.668,0.623,0.623,0.0,0.0,1
1473,prefill: onnx.load,4009.986,4009.987,0.001,1378.805,1378.805,0.0,1378.805,1378.805,1378.805,4009.986,31546.668,0.436,0.436,0.0,0.0,1
1474,prefill: post: onnx.load,4009.987,4009.987,0.0,1378.805,1378.805,0.0,1378.805,1378.805,1378.805,4009.987,31546.668,0.306,0.306,0.0,0.0,1
1475,prefill: onnx.load,4009.987,4009.987,0.001,1378.805,1378.805,0.0,1378.805,1378.805,1378.805,4009.987,31546.668,0.214,0.214,0.0,0.0,1
1476,prefill: post: onnx.load,4009.987,4010.095,0.108,1380.598,1380.598,0.0,1380.598,1380.598,1380.598,4010.095,31546.668,0.389,0.389,0.0,0.0,1
1477,prefill: onnx.save,4010.095,4010.107,0.011,1381.746,1381.746,0.0,1381.746,1381.746,1381.746,4010.106,31546.668,0.475,0.475,0.0,0.0,1
1478,prefill: post: onnx.save,4010.107,4010.107,0.0,1381.746,1381.746,0.0,1381.746,1381.746,1381.746,4010.107,31546.668,0.333,0.333,0.0,0.0,1
1479,prefill: onnx.load,4010.107,4010.108,0.001,1381.746,1381.746,0.0,1381.746,1381.746,1381.746,4010.107,31546.668,0.233,0.233,0.0,0.0,1
1480,prefill: post: onnx.load,4010.108,4010.108,0.0,1381.746,1381.746,0.0,1381.746,1381.746,1381.746,4010.108,31546.668,0.163,0.163,0.0,0.0,1
1481,prefill: onnx.load,4010.108,4010.109,0.001,1381.746,1381.746,0.0,1381.746,1381.746,1381.746,4010.108,31546.668,0.114,0.114,0.0,0.0,1
1482,prefill: post: onnx.load,4010.109,4010.109,0.0,1381.746,1381.746,0.0,1381.746,1381.746,1381.746,4010.109,31546.668,0.08,0.08,0.0,0.0,1
1483,prefill: onnx.load,4010.109,4010.11,0.001,1381.746,1381.746,0.0,1381.746,1381.746,1381.746,4010.109,31546.668,0.056,0.056,0.0,0.0,1
1484,prefill: post: onnx.load,4010.11,4010.587,0.477,1381.781,1381.781,0.0,1381.781,1381.781,1381.781,4010.586,31546.668,0.275,0.275,0.0,0.0,1
1485,prefill: onnx.save,4010.587,4010.597,0.01,1381.812,1381.812,0.0,1381.812,1381.812,1381.812,4010.597,31546.668,0.64,0.64,0.0,0.0,1
1486,prefill: post: onnx.save,4010.597,4010.597,0.0,1381.812,1381.812,0.0,1381.812,1381.812,1381.812,4010.597,31546.668,0.448,0.448,0.0,0.0,1
1487,prefill: onnx.load,4010.597,4010.598,0.001,1381.812,1381.812,0.0,1381.812,1381.812,1381.812,4010.598,31546.668,0.314,0.314,0.0,0.0,1
1488,prefill: post: onnx.load,4010.598,4010.598,0.0,1381.812,1381.812,0.0,1381.812,1381.812,1381.812,4010.598,31546.668,0.22,0.22,0.0,0.0,1
1489,prefill: onnx.load,4010.598,4010.599,0.001,1381.812,1381.812,0.0,1381.812,1381.812,1381.812,4010.599,31546.668,0.154,0.154,0.0,0.0,1
1490,prefill: post: onnx.load,4010.599,4010.599,0.0,1381.812,1381.812,0.0,1381.812,1381.812,1381.812,4010.599,31546.668,0.108,0.108,0.0,0.0,1
1491,prefill: onnx.load,4010.599,4010.6,0.001,1381.812,1381.812,0.0,1381.812,1381.812,1381.812,4010.6,31546.668,0.075,0.075,0.0,0.0,1
1492,prefill: post: onnx.load,4010.6,4010.711,0.111,1381.832,1381.832,0.0,1381.832,1381.832,1381.832,4010.711,31546.668,0.285,0.285,0.0,0.0,1
1493,prefill: onnx.save,4010.711,4010.722,0.01,1381.836,1381.836,0.0,1381.836,1381.836,1381.836,4010.721,31546.668,0.423,0.423,0.0,0.0,1
1494,prefill: post: onnx.save,4010.722,4010.722,0.0,1381.836,1381.836,0.0,1381.836,1381.836,1381.836,4010.722,31546.668,0.296,0.296,0.0,0.0,1
1495,prefill: onnx.load,4010.722,4010.722,0.001,1381.844,1381.844,0.0,1381.844,1381.844,1381.844,4010.722,31546.668,0.207,0.207,0.0,0.0,1
1496,prefill: post: onnx.load,4010.722,4010.723,0.0,1381.844,1381.844,0.0,1381.844,1381.844,1381.844,4010.723,31546.668,0.145,0.145,0.0,0.0,1
1497,prefill: onnx.load,4010.723,4010.724,0.001,1381.844,1381.844,0.0,1381.844,1381.844,1381.844,4010.723,31546.668,0.102,0.102,0.0,0.0,1
1498,prefill: post: onnx.load,4010.724,4010.724,0.0,1381.844,1381.844,0.0,1381.844,1381.844,1381.844,4010.724,31546.668,8.165,8.165,0.0,0.0,1
1499,prefill: onnx.load,4010.724,4010.725,0.001,1381.844,1381.844,0.0,1381.844,1381.844,1381.844,4010.724,31546.668,5.715,5.715,0.0,0.0,1
1500,prefill: post: onnx.load,4010.725,4010.833,0.108,1381.844,1381.844,0.0,1381.844,1381.844,1381.844,4010.832,31546.668,4.218,4.218,0.0,0.0,1
1501,prefill: onnx.save,4010.833,4010.844,0.011,1382.133,1382.133,0.0,1382.133,1382.133,1382.133,4010.843,31546.668,3.166,3.166,0.0,0.0,1
1502,prefill: post: onnx.save,4010.844,4010.844,0.0,1382.133,1382.133,0.0,1382.133,1382.133,1382.133,4010.844,31546.668,2.216,2.216,0.0,0.0,1
1503,prefill: onnx.load,4010.844,4010.844,0.001,1382.133,1382.133,0.0,1382.133,1382.133,1382.133,4010.844,31546.668,1.551,1.551,0.0,0.0,1
1504,prefill: post: onnx.load,4010.844,4010.845,0.0,1382.133,1382.133,0.0,1382.133,1382.133,1382.133,4010.845,31546.668,7.004,7.004,0.0,0.0,1
1505,prefill: onnx.load,4010.845,4010.846,0.001,1382.133,1382.133,0.0,1382.133,1382.133,1382.133,4010.845,31546.668,4.903,4.903,0.0,0.0,1
1506,prefill: post: onnx.load,4010.846,4010.846,0.0,1382.133,1382.133,0.0,1382.133,1382.133,1382.133,4010.846,31546.668,3.432,3.432,0.0,0.0,1
1507,prefill: onnx.load,4010.846,4010.846,0.001,1382.133,1382.133,0.0,1382.133,1382.133,1382.133,4010.846,31546.668,2.403,2.403,0.0,0.0,1
1508,prefill: post: onnx.load,4010.846,4010.961,0.114,1379.801,1379.801,0.0,1379.801,1379.801,1379.801,4010.96,31546.668,1.929,1.929,0.0,0.0,1
1509,prefill: onnx.save,4010.961,4010.972,0.012,1381.375,1381.375,0.0,1381.375,1381.375,1381.375,4010.972,31546.668,1.547,1.547,0.0,0.0,1
1510,prefill: post: onnx.save,4010.972,4010.973,0.0,1381.375,1381.375,0.0,1381.375,1381.375,1381.375,4010.972,31546.668,1.083,1.083,0.0,0.0,1
1511,prefill: onnx.load,4010.973,4010.973,0.001,1381.418,1381.418,0.0,1381.418,1381.418,1381.418,4010.973,31546.668,0.758,0.758,0.0,0.0,1
1512,prefill: post: onnx.load,4010.973,4010.974,0.0,1381.418,1381.418,0.0,1381.418,1381.418,1381.418,4010.974,31546.668,0.531,0.531,0.0,0.0,1
1513,prefill: onnx.load,4010.974,4010.974,0.001,1381.418,1381.418,0.0,1381.418,1381.418,1381.418,4010.974,31546.668,0.371,0.371,0.0,0.0,1
1514,prefill: post: onnx.load,4010.974,4010.975,0.0,1381.418,1381.418,0.0,1381.418,1381.418,1381.418,4010.975,31546.668,0.26,0.26,0.0,0.0,1
1515,prefill: onnx.load,4010.975,4010.975,0.001,1381.418,1381.418,0.0,1381.418,1381.418,1381.418,4010.975,31546.668,0.182,0.182,0.0,0.0,1
1516,prefill: post: onnx.load,4010.975,4011.45,0.474,1381.699,1381.699,0.0,1381.699,1381.699,1381.699,4011.449,31546.668,0.365,0.365,0.0,0.0,1
1517,prefill: onnx.save,4011.45,4011.46,0.01,1381.719,1381.719,0.0,1381.719,1381.719,1381.719,4011.46,31546.668,0.482,0.482,0.0,0.0,1
1518,prefill: post: onnx.save,4011.46,4011.46,0.0,1381.719,1381.719,0.0,1381.719,1381.719,1381.719,4011.46,31546.668,0.337,0.337,0.0,0.0,1
1519,prefill: onnx.load,4011.46,4011.461,0.001,1381.723,1381.723,0.0,1381.723,1381.723,1381.723,4011.461,31546.668,0.236,0.236,0.0,0.0,1
1520,prefill: post: onnx.load,4011.461,4011.461,0.0,1381.723,1381.723,0.0,1381.723,1381.723,1381.723,4011.461,31546.668,0.165,0.165,0.0,0.0,1
1521,prefill: onnx.load,4011.461,4011.462,0.001,1381.723,1381.723,0.0,1381.723,1381.723,1381.723,4011.462,31546.668,0.116,0.116,0.0,0.0,1
1522,prefill: post: onnx.load,4011.462,4011.462,0.0,1381.723,1381.723,0.0,1381.723,1381.723,1381.723,4011.462,31546.668,0.081,0.081,0.0,0.0,1
1523,prefill: onnx.load,4011.462,4011.463,0.001,1381.723,1381.723,0.0,1381.723,1381.723,1381.723,4011.463,31546.668,0.057,0.057,0.0,0.0,1
1524,prefill: post: onnx.load,4011.463,4011.573,0.11,1381.789,1381.789,0.0,1381.789,1381.789,1381.789,4011.573,31546.668,0.295,0.295,0.0,0.0,1
1525,prefill: onnx.save,4011.573,4011.584,0.01,1381.789,1381.789,0.0,1381.789,1381.789,1381.789,4011.583,31546.668,0.428,0.428,0.0,0.0,1
1526,prefill: post: onnx.save,4011.584,4011.584,0.0,1381.789,1381.789,0.0,1381.789,1381.789,1381.789,4011.584,31546.668,0.299,0.299,0.0,0.0,1
1527,prefill: onnx.load,4011.584,4011.584,0.001,1381.789,1381.789,0.0,1381.789,1381.789,1381.789,4011.584,31546.668,0.21,0.21,0.0,0.0,1
1528,prefill: post: onnx.load,4011.584,4011.585,0.0,1381.789,1381.789,0.0,1381.789,1381.789,1381.789,4011.585,31546.668,0.147,0.147,0.0,0.0,1
1529,prefill: onnx.load,4011.585,4011.586,0.001,1381.789,1381.789,0.0,1381.789,1381.789,1381.789,4011.585,31546.668,0.103,0.103,0.0,0.0,1
1530,prefill: post: onnx.load,4011.586,4011.586,0.0,1381.789,1381.789,0.0,1381.789,1381.789,1381.789,4011.586,31546.668,0.072,0.072,0.0,0.0,1
1531,prefill: onnx.load,4011.586,4011.586,0.001,1381.789,1381.789,0.0,1381.789,1381.789,1381.789,4011.586,31546.668,0.05,0.05,0.0,0.0,1
1532,prefill: post: onnx.load,4011.586,4011.694,0.108,1381.844,1381.844,0.0,1381.844,1381.844,1381.844,4011.694,31546.668,0.275,0.275,0.0,0.0,1
1533,prefill: onnx.save,4011.694,4011.705,0.011,1381.871,1381.871,0.0,1381.871,1381.871,1381.871,4011.705,31546.668,0.411,0.411,0.0,0.0,1
1534,prefill: post: onnx.save,4011.705,4011.705,0.0,1381.871,1381.871,0.0,1381.871,1381.871,1381.871,4011.705,31546.668,0.288,0.288,0.0,0.0,1
1535,prefill: onnx.load,4011.705,4011.706,0.001,1381.871,1381.871,0.0,1381.871,1381.871,1381.871,4011.706,31546.668,0.201,0.201,0.0,0.0,1
1536,prefill: post: onnx.load,4011.706,4011.706,0.0,1381.871,1381.871,0.0,1381.871,1381.871,1381.871,4011.706,31546.668,0.141,0.141,0.0,0.0,1
1537,prefill: onnx.load,4011.706,4011.707,0.001,1381.871,1381.871,0.0,1381.871,1381.871,1381.871,4011.707,31546.668,0.099,0.099,0.0,0.0,1
1538,prefill: post: onnx.load,4011.707,4011.707,0.0,1381.871,1381.871,0.0,1381.871,1381.871,1381.871,4011.707,31546.668,0.069,0.069,0.0,0.0,1
1539,prefill: onnx.load,4011.707,4011.708,0.001,1381.871,1381.871,0.0,1381.871,1381.871,1381.871,4011.707,31546.668,0.048,0.048,0.0,0.0,1
1540,prefill: post: onnx.load,4011.708,4012.169,0.462,1381.918,1381.918,0.0,1381.918,1381.918,1381.918,4012.168,31546.668,0.273,0.273,0.0,0.0,1
1541,prefill: onnx.save,4012.169,4012.18,0.011,1381.918,1381.918,0.0,1381.918,1381.918,1381.918,4012.179,31546.668,0.41,0.41,0.0,0.0,1
1542,prefill: post: onnx.save,4012.18,4012.18,0.0,1381.918,1381.918,0.0,1381.918,1381.918,1381.918,4012.18,31546.668,0.287,0.287,0.0,0.0,1
1543,prefill: onnx.load,4012.18,4012.181,0.001,1381.918,1381.918,0.0,1381.918,1381.918,1381.918,4012.18,31546.668,0.201,0.201,0.0,0.0,1
1544,prefill: post: onnx.load,4012.181,4012.181,0.0,1381.918,1381.918,0.0,1381.918,1381.918,1381.918,4012.181,31546.668,0.141,0.141,0.0,0.0,1
1545,prefill: onnx.load,4012.181,4012.182,0.001,1381.918,1381.918,0.0,1381.918,1381.918,1381.918,4012.181,31546.668,0.099,0.099,0.0,0.0,1
1546,prefill: post: onnx.load,4012.182,4012.182,0.0,1381.918,1381.918,0.0,1381.918,1381.918,1381.918,4012.182,31546.668,0.069,0.069,0.0,0.0,1
1547,prefill: onnx.load,4012.182,4012.182,0.001,1381.918,1381.918,0.0,1381.918,1381.918,1381.918,4012.182,31546.668,3.691,3.691,0.0,0.0,1
1548,prefill: post: onnx.load,4012.182,4012.293,0.11,1381.93,1381.93,0.0,1381.93,1381.93,1381.93,4012.292,31546.668,2.818,2.818,0.0,0.0,1
1549,prefill: onnx.save,4012.293,4012.303,0.01,1381.93,1381.93,0.0,1381.93,1381.93,1381.93,4012.303,31546.668,2.194,2.194,0.0,0.0,1
1550,prefill: post: onnx.save,4012.303,4012.303,0.0,1381.93,1381.93,0.0,1381.93,1381.93,1381.93,4012.303,31546.668,1.536,1.536,0.0,0.0,1
1551,prefill: onnx.load,4012.303,4012.304,0.001,1381.93,1381.93,0.0,1381.93,1381.93,1381.93,4012.304,31546.668,1.075,1.075,0.0,0.0,1
1552,prefill: post: onnx.load,4012.304,4012.304,0.0,1381.93,1381.93,0.0,1381.93,1381.93,1381.93,4012.304,31546.668,0.753,0.753,0.0,0.0,1
1553,prefill: onnx.load,4012.304,4012.305,0.001,1381.93,1381.93,0.0,1381.93,1381.93,1381.93,4012.305,31546.668,0.527,0.527,0.0,0.0,1
1554,prefill: post: onnx.load,4012.305,4012.305,0.0,1381.93,1381.93,0.0,1381.93,1381.93,1381.93,4012.305,31546.668,0.369,0.369,0.0,0.0,1
1555,prefill: onnx.load,4012.305,4012.306,0.001,1381.93,1381.93,0.0,1381.93,1381.93,1381.93,4012.306,31546.668,0.258,0.258,0.0,0.0,1
1556,prefill: post: onnx.load,4012.306,4012.423,0.117,1376.52,1376.52,0.0,1376.52,1376.52,1376.52,4012.422,31546.668,0.422,0.422,0.0,0.0,1
1557,prefill: onnx.save,4012.423,4012.434,0.012,1378.09,1378.09,0.0,1378.09,1378.09,1378.09,4012.434,31546.668,0.696,0.696,0.0,0.0,1
1558,prefill: post: onnx.save,4012.434,4012.435,0.0,1378.09,1378.09,0.0,1378.09,1378.09,1378.09,4012.434,31546.668,0.487,0.487,0.0,0.0,1
1559,prefill: onnx.load,4012.435,4012.435,0.001,1378.133,1378.133,0.0,1378.133,1378.133,1378.133,4012.435,31546.668,0.341,0.341,0.0,0.0,1
1560,prefill: post: onnx.load,4012.435,4012.436,0.0,1378.133,1378.133,0.0,1378.133,1378.133,1378.133,4012.435,31546.668,0.239,0.239,0.0,0.0,1
1561,prefill: onnx.load,4012.436,4012.436,0.001,1378.16,1378.16,0.0,1378.16,1378.16,1378.16,4012.436,31546.668,0.167,0.167,0.0,0.0,1
1562,prefill: post: onnx.load,4012.436,4012.437,0.0,1378.16,1378.16,0.0,1378.16,1378.16,1378.16,4012.436,31546.668,0.117,0.117,0.0,0.0,1
1563,prefill: onnx.load,4012.437,4012.437,0.001,1378.16,1378.16,0.0,1378.16,1378.16,1378.16,4012.437,31546.668,0.082,0.082,0.0,0.0,1
1564,prefill: post: onnx.load,4012.437,4012.546,0.109,1379.961,1379.961,0.0,1379.961,1379.961,1379.961,4012.545,31546.668,0.295,0.295,0.0,0.0,1
1565,prefill: onnx.save,4012.546,4012.558,0.012,1381.531,1381.531,0.0,1381.531,1381.531,1381.531,4012.557,31546.668,0.406,0.406,0.0,0.0,1
1566,prefill: post: onnx.save,4012.558,4012.558,0.0,1381.531,1381.531,0.0,1381.531,1381.531,1381.531,4012.558,31546.668,0.284,0.284,0.0,0.0,1
1567,prefill: onnx.load,4012.558,4012.559,0.001,1381.543,1381.543,0.0,1381.543,1381.543,1381.543,4012.558,31546.668,0.199,0.199,0.0,0.0,1
1568,prefill: post: onnx.load,4012.559,4012.559,0.0,1381.543,1381.543,0.0,1381.543,1381.543,1381.543,4012.559,31546.668,0.139,0.139,0.0,0.0,1
1569,prefill: onnx.load,4012.559,4012.56,0.001,1381.543,1381.543,0.0,1381.543,1381.543,1381.543,4012.56,31546.668,0.097,0.097,0.0,0.0,1
1570,prefill: post: onnx.load,4012.56,4012.56,0.0,1381.543,1381.543,0.0,1381.543,1381.543,1381.543,4012.56,31546.668,0.068,0.068,0.0,0.0,1
1571,prefill: onnx.load,4012.56,4012.561,0.001,1381.543,1381.543,0.0,1381.543,1381.543,1381.543,4012.56,31546.668,0.048,0.048,0.0,0.0,1
1572,prefill: post: onnx.load,4012.561,4013.04,0.479,1381.898,1381.898,0.0,1381.898,1381.898,1381.898,4013.039,31546.668,0.268,0.268,0.0,0.0,1
1573,prefill: onnx.save,4013.04,4013.05,0.01,1381.91,1381.91,0.0,1381.91,1381.91,1381.91,4013.05,31546.668,0.412,0.412,0.0,0.0,1
1574,prefill: post: onnx.save,4013.05,4013.05,0.0,1381.91,1381.91,0.0,1381.91,1381.91,1381.91,4013.05,31546.668,0.288,0.288,0.0,0.0,1
1575,prefill: onnx.load,4013.05,4013.051,0.001,1381.91,1381.91,0.0,1381.91,1381.91,1381.91,4013.051,31546.668,0.202,0.202,0.0,0.0,1
1576,prefill: post: onnx.load,4013.051,4013.051,0.0,1381.91,1381.91,0.0,1381.91,1381.91,1381.91,4013.051,31546.668,0.141,0.141,0.0,0.0,1
1577,prefill: onnx.load,4013.051,4013.052,0.001,1381.91,1381.91,0.0,1381.91,1381.91,1381.91,4013.052,31546.668,3.329,3.329,0.0,0.0,1
1578,prefill: post: onnx.load,4013.052,4013.052,0.0,1381.91,1381.91,0.0,1381.91,1381.91,1381.91,4013.052,31546.668,2.33,2.33,0.0,0.0,1
1579,prefill: onnx.load,4013.052,4013.053,0.001,1381.91,1381.91,0.0,1381.91,1381.91,1381.91,4013.053,31546.668,1.631,1.631,0.0,0.0,1
1580,prefill: post: onnx.load,4013.053,4013.164,0.111,1381.969,1381.969,0.0,1381.969,1381.969,1381.969,4013.164,31546.668,1.374,1.374,0.0,0.0,1
1581,prefill: onnx.save,4013.164,4013.175,0.01,1381.973,1381.973,0.0,1381.973,1381.973,1381.973,4013.174,31546.668,1.407,1.407,0.0,0.0,1
1582,prefill: post: onnx.save,4013.175,4013.175,0.0,1381.973,1381.973,0.0,1381.973,1381.973,1381.973,4013.175,31546.668,0.985,0.985,0.0,0.0,1
1583,prefill: onnx.load,4013.175,4013.175,0.001,1381.98,1381.98,0.0,1381.98,1381.98,1381.98,4013.175,31546.668,0.689,0.689,0.0,0.0,1
1584,prefill: post: onnx.load,4013.175,4013.176,0.0,1381.98,1381.98,0.0,1381.98,1381.98,1381.98,4013.176,31546.668,0.482,0.482,0.0,0.0,1
1585,prefill: onnx.load,4013.176,4013.177,0.001,1381.98,1381.98,0.0,1381.98,1381.98,1381.98,4013.176,31546.668,0.338,0.338,0.0,0.0,1
1586,prefill: post: onnx.load,4013.177,4013.177,0.0,1381.98,1381.98,0.0,1381.98,1381.98,1381.98,4013.177,31546.668,0.236,0.236,0.0,0.0,1
1587,prefill: onnx.load,4013.177,4013.177,0.001,1381.98,1381.98,0.0,1381.98,1381.98,1381.98,4013.177,31546.668,0.165,0.165,0.0,0.0,1
1588,prefill: post: onnx.load,4013.177,4013.287,0.109,1382.016,1382.016,0.0,1382.016,1382.016,1382.016,4013.286,31546.668,0.352,0.352,0.0,0.0,1
1589,prefill: onnx.save,4013.287,4013.298,0.011,1382.016,1382.016,0.0,1382.016,1382.016,1382.016,4013.297,31546.668,0.462,0.462,0.0,0.0,1
1590,prefill: post: onnx.save,4013.298,4013.298,0.0,1382.016,1382.016,0.0,1382.016,1382.016,1382.016,4013.298,31546.668,0.324,0.324,0.0,0.0,1
1591,prefill: onnx.load,4013.298,4013.298,0.001,1382.016,1382.016,0.0,1382.016,1382.016,1382.016,4013.298,31546.668,0.226,0.226,0.0,0.0,1
1592,prefill: post: onnx.load,4013.298,4013.299,0.0,1382.016,1382.016,0.0,1382.016,1382.016,1382.016,4013.299,31546.668,0.159,0.159,0.0,0.0,1
1593,prefill: onnx.load,4013.299,4013.3,0.001,1382.016,1382.016,0.0,1382.016,1382.016,1382.016,4013.299,31546.668,0.111,0.111,0.0,0.0,1
1594,prefill: post: onnx.load,4013.3,4013.3,0.0,1382.016,1382.016,0.0,1382.016,1382.016,1382.016,4013.3,31546.668,0.078,0.078,0.0,0.0,1
1595,prefill: onnx.load,4013.3,4013.3,0.001,1382.016,1382.016,0.0,1382.016,1382.016,1382.016,4013.3,31546.668,0.054,0.054,0.0,0.0,1
1596,prefill: post: onnx.load,4013.3,4013.408,0.107,1382.762,1382.762,0.0,1382.762,1382.762,1382.762,4013.407,31546.668,0.278,0.278,0.0,0.0,1
1597,prefill: onnx.save,4013.408,4013.419,0.011,1383.262,1383.262,0.0,1383.262,1383.262,1383.262,4013.419,31546.668,0.405,0.405,0.0,0.0,1
1598,prefill: post: onnx.save,4013.419,4013.419,0.0,1383.262,1383.262,0.0,1383.262,1383.262,1383.262,4013.419,31546.668,0.284,0.284,0.0,0.0,1
1599,prefill: onnx.load,4013.419,4013.42,0.001,1383.262,1383.262,0.0,1383.262,1383.262,1383.262,4013.42,31546.668,0.199,0.199,0.0,0.0,1
1600,prefill: post: onnx.load,4013.42,4013.42,0.0,1383.262,1383.262,0.0,1383.262,1383.262,1383.262,4013.42,31546.668,0.139,0.139,0.0,0.0,1
1601,prefill: onnx.load,4013.42,4013.421,0.001,1383.262,1383.262,0.0,1383.262,1383.262,1383.262,4013.421,31546.668,3.431,3.431,0.0,0.0,1
1602,prefill: post: onnx.load,4013.421,4013.421,0.0,1383.262,1383.262,0.0,1383.262,1383.262,1383.262,4013.421,31546.668,2.402,2.402,0.0,0.0,1
1603,prefill: onnx.load,4013.421,4013.422,0.001,1383.262,1383.262,0.0,1383.262,1383.262,1383.262,4013.421,31546.668,1.681,1.681,0.0,0.0,1
1604,prefill: post: onnx.load,4013.422,4013.913,0.491,1371.145,1371.145,0.0,1371.145,1371.145,1371.145,4013.912,31546.668,1.411,1.411,0.0,0.0,1
1605,prefill: onnx.save,4013.913,4013.924,0.011,1372.727,1372.727,0.0,1372.727,1372.727,1372.727,4013.924,31546.668,1.193,1.193,0.0,0.0,1
1606,prefill: post: onnx.save,4013.924,4013.924,0.0,1372.727,1372.727,0.0,1372.727,1372.727,1372.727,4013.924,31546.668,0.835,0.835,0.0,0.0,1
1607,prefill: onnx.load,4013.924,4013.925,0.001,1372.738,1372.738,0.0,1372.738,1372.738,1372.738,4013.925,31546.668,0.585,0.585,0.0,0.0,1
1608,prefill: post: onnx.load,4013.925,4013.925,0.0,1372.738,1372.738,0.0,1372.738,1372.738,1372.738,4013.925,31546.668,0.409,0.409,0.0,0.0,1
1609,prefill: onnx.load,4013.925,4013.926,0.001,1372.738,1372.738,0.0,1372.738,1372.738,1372.738,4013.926,31546.668,0.287,0.287,0.0,0.0,1
1610,prefill: post: onnx.load,4013.926,4013.926,0.0,1372.738,1372.738,0.0,1372.738,1372.738,1372.738,4013.926,31546.668,0.201,0.201,0.0,0.0,1
1611,prefill: onnx.load,4013.926,4013.927,0.001,1372.738,1372.738,0.0,1372.738,1372.738,1372.738,4013.927,31546.668,0.14,0.14,0.0,0.0,1
1612,prefill: post: onnx.load,4013.927,4014.04,0.113,1375.734,1375.734,0.0,1375.734,1375.734,1375.734,4014.04,31546.668,0.347,0.347,0.0,0.0,1
1613,prefill: onnx.save,4014.04,4014.051,0.011,1376.184,1376.184,0.0,1376.184,1376.184,1376.184,4014.051,31546.668,0.676,0.676,0.0,0.0,1
